pdb_id,uniprot_id,protein_family,enzyme_number
6H9T,V6F235,Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family,
3UHV,P02213,Belongs to the globin family,
2EHT,O67611,Belongs to the acyl carrier protein (ACP) family,
5AF5,P0CG48,Belongs to the ubiquitin family,
5CSR,Q9HLB6,Belongs to the triosephosphate isomerase family,5.3.1.1
1UTQ,P00760,Belongs to the peptidase S1 family,3.4.21.4
2A4A,Q7RMC9,,
1NZJ,P27305,Belongs to the class-I aminoacyl-tRNA synthetase family. GluQ subfamily,6.1.1.-
4O8H,P30405,Belongs to the cyclophilin-type PPIase family,5.2.1.8
3CJE,Q28QQ5,,
4I16,Q8CIS0,,
5QNL,P0AEG4,Belongs to the thioredoxin family. DsbA subfamily,
4OPR,Q8KMX3,Belongs to the class-A beta-lactamase family,3.5.2.6
5XAE,Q9GZQ8,Belongs to the ATG8 family,
3FXQ,P94678,Belongs to the LysR transcriptional regulatory family,
3TEQ,Q13586,,
1W9T,Q9KG76,Belongs to the glycosyl hydrolase 81 family,3.2.1.39
5J39,Q9Y2W6,Belongs to the Tdrkh family,
2VOF,Q07440,Belongs to the Bcl-2 family,
2VOF,Q99ML1,Belongs to the Bcl-2 family,
6GNY,Q3KP22,Belongs to the MAJIN family,
6GNY,Q8NHR7,Belongs to the TERB2 family,
1GB9,P61626,Belongs to the glycosyl hydrolase 22 family,3.2.1.17
6S94,Q5WPU5,,
5GK1,Q7N4Z6,,
6YCH,P0DPQ7,Belongs to the cytochrome P450 family,1.14.14.-
1W2F,P23677,Belongs to the inositol phosphokinase (IPK) family,2.7.1.127
4GEL,Q9VKD7,Belongs to the phospholipase D family. MitoPLD/Zucchini subfamily,3.1.4.-
4Q5U,P0DP23,Belongs to the calmodulin family,
4Q5U,Q08209,Belongs to the PPP phosphatase family. PP-2B subfamily,3.1.3.16
3A5S,Q94FV7,Belongs to the thiolase-like superfamily. Chalcone/stilbene synthases family,2.3.1.212
1GP3,P11717,Belongs to the MRL1/IGF2R family,
2J9O,Q8DH45,,
6YQB,A0A1S9DH83,Belongs to the glycosyl hydrolase 13 family,3.2.1.1
3M88,Q4GZL2,Belongs to the protease inhibitor I42 family,
3PWB,P00760,Belongs to the peptidase S1 family,3.4.21.4
3EUL,P9WGM5,,
6SJ0,A0A022MQ12,,
8QAO,O48503,,
5PYA,P23497,,
2NYH,Q13JM0,,
2CWR,Q8U1H5,,
1H4G,Q7SIE3,Belongs to the glycosyl hydrolase 11 (cellulase G) family,3.2.1.8
5D5P,Q6LX55,,
7O9E,F9VPE5,,
1AYX,P08017,Belongs to the glycosyl hydrolase 15 family,3.2.1.3
4B7V,G3XDA2,Belongs to the thiolase-like superfamily. Beta-ketoacyl-ACP synthases family,2.3.1.179
3LHE,A0A6L8PH04,,
3ZJM,Q8TLY9,,
6FKT,A0A0W8ATM9,Belongs to the DyP-type peroxidase family,
3QX1,Q9UNN5,,
1SNG,Q47NK3,Belongs to the serpin family,
1HLQ,P80882,Belongs to the high-potential iron-sulfur protein (HiPIP) family,
6G49,Q9HZX3,Belongs to the transglutaminase-like superfamily,2.3.2.13
6JSC,Q8NTB9,,
1ZVH,P00698,Belongs to the glycosyl hydrolase 22 family,3.2.1.17
2VM0,P68082,Belongs to the globin family,
2I6J,Q97VZ7,,
4IBY,P04637,Belongs to the p53 family,
5OHB,A4TVL0,,
4I8I,A7V1G8,,
4BHR,Q5SIZ3,,
1DPH,P01317,Belongs to the insulin family,
3PG2,Q8E0S9,,
3RTO,P01315,Belongs to the insulin family,
2PVU,D0VWX8,,
1U3J,P25799,,
2Z1V,P28720,Belongs to the queuine tRNA-ribosyltransferase family,2.4.2.29
3NZZ,Q56026,Belongs to the invasin protein D family,
1EQ7,P69776,Belongs to the Lpp family,
2NW2,Q6P4G7,,
2NW2,P01850,,
5GRD,P04439,Belongs to the MHC class I family,
5GRD,P61769,Belongs to the beta-2-microglobulin family,
5GRD,P13285,Belongs to the herpesviridae LMP-2 family,
6ZRX,Q2MFY2,,
5JRV,Q8RBX6,,
6QK4,Q63QH7,,4.2.2.n1
3M1Q,P00918,Belongs to the alpha-carbonic anhydrase family,4.2.1.1
5CXO,H6D578,,
6SCI,P0A9Q7,,
1F5K,P00749,Belongs to the peptidase S1 family,3.4.21.73
5QZW,P33334,,
5QZW,P32357,Belongs to the AAR2 family,
4AZU,P00282,,
3F7J,O32210,Belongs to the aldo/keto reductase family,1.1.1.-
3DB7,Q8A994,,
3FOT,Q9C1B7,Belongs to the trichothecene O-acetyltransferase family,2.3.2.-
7FXL,P15090,Belongs to the calycin superfamily. Fatty-acid binding protein (FABP) family,
2HDA,P07947,Belongs to the protein kinase superfamily. Tyr protein kinase family. SRC subfamily,2.7.10.2
5I7G,P24300,Belongs to the xylose isomerase family,5.3.1.5
4G9M,L8WGI4,,
6S07,D1A7C3,Belongs to the sulfatase-modifying factor family,1.8.3.7
6S07,D1ADF2,,
5C05,A0A0M3Q1Q3,Belongs to the terpene synthase family,4.2.3.114
2OLB,P06202,Belongs to the bacterial solute-binding protein 5 family,
7PKW,Q70CA4,,
1U14,P39432,Belongs to the YjjX NTPase family,3.6.1.73
6EF9,Q939N5,Belongs to the serine-rich repeat protein (SRRP) family,
5NJ5,P0AGG8,Belongs to the peptidase U62 family,3.4.-.-
5NJ5,P0AFK0,Belongs to the peptidase U62 family,3.4.-.-
2J0R,P31517,,
5PWR,P23497,,
5PBJ,Q9UIF8,Belongs to the WAL family,
5Z2S,Q9UBX2,Belongs to the paired homeobox family,
1H2X,P23687,Belongs to the peptidase S9A family,3.4.21.26
3IFD,P13500,Belongs to the intercrine beta (chemokine CC) family,
3S6M,Q3JQT3,Belongs to the cyclophilin-type PPIase family,5.2.1.8
3H4W,B3A043,,
1A8Q,P33912,Belongs to the AB hydrolase superfamily. Bacterial non-heme haloperoxidase / perhydrolase family,1.11.1.-
3ELO,P04054,Belongs to the phospholipase A2 family,3.1.1.4
5PPD,O95696,,
4ZG5,B2S5B9,Belongs to the SurE nucleotidase family,3.1.3.5
6CWM,C1JZ07,,
4F6H,Q79MP6,Belongs to the metallo-beta-lactamase superfamily. Class-B beta-lactamase family,3.5.2.6
8QFL,A0A840P3H4,Belongs to the cysteine dioxygenase family,
5HLL,P00698,Belongs to the glycosyl hydrolase 22 family,3.2.1.17
1ZMK,P59666,Belongs to the alpha-defensin family,
6DC4,Q6GMX6,,
6DC4,Q8TCD0,,
3ZOJ,F2QVG4,Belongs to the MIP/aquaporin (TC 1.A.8) family,
6FPQ,O74958,,
4MAK,P45956,Belongs to the CRISPR-associated endoribonuclease Cas2 protein family. E.coli-subtype subfamily,3.1.-.-
4W1T,B5HSR1,,
2B3F,Q72KX2,Belongs to the bacterial solute-binding protein 1 family,
5HZF,P02745,,
5HZF,P02747,,
5HZF,P02746,,
5TO1,O43464,Belongs to the peptidase S1C family,3.4.21.108
1ML2,P00431,Belongs to the peroxidase family. Cytochrome c peroxidase subfamily,1.11.1.5
4IGV,P85524,Belongs to the MLP family,
7A38,P00523,Belongs to the protein kinase superfamily. Tyr protein kinase family. SRC subfamily,2.7.10.2
3S47,A6M2W4,Belongs to the mandelate racemase/muconate lactonizing enzyme family. GalD subfamily,
6ETZ,A0A023UGN9,Belongs to the glycosyl hydrolase 2 family,3.2.1.23
1RBE,P61823,Belongs to the pancreatic ribonuclease family,4.6.1.18
3EJ9,Q9EV85,,5.3.2.6
3EJ9,Q9EV84,,5.3.2.6
1Q0X,Q9D9B8,,
1Q0X,P01723,,
4H3U,C7PVH9,,
2W6A,Q9Z272,,
2NN5,Q832L1,Belongs to the AHA1 family,
7NEM,P0ACE0,Belongs to the [NiFe]/[NiFeSe] hydrogenase large subunit family,1.12.99.6
7NEM,P69741,Belongs to the [NiFe]/[NiFeSe] hydrogenase small subunit family,1.12.99.6
8SCY,P00698,Belongs to the glycosyl hydrolase 22 family,3.2.1.17
2Z6S,P02185,Belongs to the globin family,
5Q9P,Q6PJP8,Belongs to the DNA repair metallo-beta-lactamase (DRMBL) family,
5F7Z,I0B503,Belongs to the PNP/MTAP phosphorylase family. MTAP subfamily,2.4.2.28
2WNK,Q6RUA7,,
8QD6,Q7MZT8,,
1UPQ,Q9H4M7,,
5Q2B,Q6PJP8,Belongs to the DNA repair metallo-beta-lactamase (DRMBL) family,
1V96,O58236,Belongs to the PINc/VapC protein family,3.1.-.-
2O2I,P9WMR9,Belongs to the haloalkane dehalogenase family. Type 2 subfamily,3.8.1.5
3T0U,P12807,Belongs to the copper/topaquinone oxidase family,1.4.3.21
3M6N,Q7CLS3,Belongs to the enoyl-CoA hydratase/isomerase family,
2AHK,Q83WS2,Belongs to the tyrosinase family,
2AHK,Q83WS1,Belongs to the melC1 family,
3HV1,Q5M4P7,,
3R12,Q9X1P5,Belongs to the DeoC/FbaB aldolase family. DeoC type 1 subfamily,4.1.2.4
5HX0,C6VW01,,
2FX7,P05880,Belongs to the HIV-1 env protein family,
2P38,Q9V219,,
2HPL,Q9JI78,Belongs to the transglutaminase-like superfamily. PNGase family,3.5.1.52
3MNX,P00772,Belongs to the peptidase S1 family. Elastase subfamily,3.4.21.36
6DQU,Q4QLH0,Belongs to the bacterial solute-binding protein 5 family,
1QTH,P00720,Belongs to the glycosyl hydrolase 24 family,3.2.1.17
5XRM,Q05315,,
1FRR,P00235,Belongs to the 2Fe2S plant-type ferredoxin family,
5B4C,Q9I2V0,Belongs to the LpxH family,3.6.1.54
3E2V,A6ZKP4,Belongs to the metallo-dependent hydrolases superfamily. TatD-type hydrolase family,
5FFB,Q6YRW5,,
2Y3N,Q9FDJ9,,
2Y3N,Q6UB36,,
5P6K,P11838,Belongs to the peptidase A1 family,3.4.23.22
6U4W,P21579,Belongs to the synaptotagmin family,
3BJN,Q9KND6,,
5MNC,P00760,Belongs to the peptidase S1 family,3.4.21.4
1TML,P26222,Belongs to the glycosyl hydrolase 6 (cellulase B) family,3.2.1.4
6YTP,P04062,Belongs to the glycosyl hydrolase 30 family,3.2.1.45
4N1C,P00698,Belongs to the glycosyl hydrolase 22 family,3.2.1.17
4RCB,P0A6X3,Belongs to the Hfq family,
3L3I,P01889,,
3L3I,P61769,Belongs to the beta-2-microglobulin family,
3L3I,Q95HB9,Belongs to the MHC class II family,
4GAL,P47929,,
1IIB,P69795,,
5PGG,Q9UIF8,Belongs to the WAL family,
4NIM,C0RJU5,,
1LIT,P05451,,
5UW3,R4P353,Belongs to the peptidase S9A family,3.4.21.-
5UW3,F6LNL5,,
3WMI,E2E2L9,,
4EW1,P22102,,
3LKS,P01889,,
3LKS,P61769,Belongs to the beta-2-microglobulin family,
5WOH,P69905,Belongs to the globin family,
5WOH,P68871,Belongs to the globin family,
3M48,P03069,Belongs to the bZIP family. GCN4 subfamily,
2V84,O83661,,
2NUH,Q9PFN8,Belongs to the CutA family,
1JJ1,P00698,Belongs to the glycosyl hydrolase 22 family,3.2.1.17
5R3X,P11838,Belongs to the peptidase A1 family,3.4.23.22
1ZYV,P45697,Belongs to the long (4 C-C) scorpion toxin superfamily. Sodium channel inhibitor family. Alpha subfamily,
1ZDN,Q16763,Belongs to the ubiquitin-conjugating enzyme family,2.3.2.23
6M7K,Q8VC28,Belongs to the aldo/keto reductase family,1.1.1.-
1OBX,O00560,,
1OBX,Q01344,Belongs to the type I cytokine receptor family. Type 5 subfamily,
2I9X,Q8CML1,Belongs to the SpoVG family,
5OKP,O15357,"Belongs to the inositol 1,4,5-trisphosphate 5-phosphatase family",3.1.3.86
5P45,P11838,Belongs to the peptidase A1 family,3.4.23.22
5HQI,P01308,Belongs to the insulin family,
2FQP,Q7VWF8,,
4QUE,P42574,Belongs to the peptidase C14A family,3.4.22.56
3K0D,Q81HW2,,
6QWD,Q9F663,Belongs to the class-A beta-lactamase family,3.5.2.6
8P7H,P0A434,Belongs to the metallo-dependent hydrolases superfamily. Phosphotriesterase family,3.1.8.1
4MFH,P00282,,
7DIE,Q8EWB1,,
3IP9,Q7CX36,Belongs to the leucine-binding protein family,
3VJD,A9JQL9,Belongs to the phytoene/squalene synthase family. CrtM subfamily,2.5.1.96
4PFZ,A0QUY6,,
1YVQ,P69905,Belongs to the globin family,
1YVQ,P68871,Belongs to the globin family,
4A0Q,P56199,Belongs to the integrin alpha chain family,
1YAI,P00446,Belongs to the Cu-Zn superoxide dismutase family,1.15.1.1
3CDV,P00720,Belongs to the glycosyl hydrolase 24 family,3.2.1.17
7LR5,P0ABE7,Belongs to the cytochrome b562 family,
5NHK,Q5NIN6,Belongs to the Fur family,
7NJJ,P06873,Belongs to the peptidase S8 family,3.4.21.64
5O10,P99999,Belongs to the cytochrome c family,
6WNF,P50120,Belongs to the calycin superfamily. Fatty-acid binding protein (FABP) family,
1YOC,Q9I2R0,,
4EPJ,P03369,,
4EPJ,Q9YP46,Belongs to the primate lentivirus group gag polyprotein family,
5JNV,P11064,Belongs to the low molecular weight phosphotyrosine protein phosphatase family,3.1.3.48
5V91,A0A0E1CQ35,,
3CRP,P03069,Belongs to the bZIP family. GCN4 subfamily,
5AG2,P41977,Belongs to the iron/manganese superoxide dismutase family,1.15.1.1
2V1M,Q00277,Belongs to the glutathione peroxidase family,1.11.1.9
3HM4,Q316R4,,
4V3L,P62837,Belongs to the ubiquitin-conjugating enzyme family,2.3.2.23
4V3L,P0CG48,Belongs to the ubiquitin family,
4V3L,Q9H0F5,,2.3.2.27
3JZQ,O15151,Belongs to the MDM2/MDM4 family,
6DHX,T1ZH71,,
1QKK,P13632,,
1FIU,P31032,,3.1.21.4
1MQV,P00149,,
250L,P00720,Belongs to the glycosyl hydrolase 24 family,3.2.1.17
5I3G,P04789,Belongs to the triosephosphate isomerase family,5.3.1.1
3BAQ,P05230,Belongs to the heparin-binding growth factors family,
3B7A,O02372,Belongs to the PBP/GOBP family,
5PEX,Q9UIF8,Belongs to the WAL family,
6U9T,O27564,,
4L01,P23458,Belongs to the protein kinase superfamily. Tyr protein kinase family. JAK subfamily,2.7.10.2
3BOK,P0DPI1,Belongs to the peptidase M27 family,
5J46,A0A0H3KB98,Belongs to the polypeptide deformylase family,3.5.1.88
3C80,P00720,Belongs to the glycosyl hydrolase 24 family,3.2.1.17
5PSR,O95696,,
7L3D,P00720,Belongs to the glycosyl hydrolase 24 family,3.2.1.17
4YWN,A0A0J9X290,Belongs to the non-flavoprotein flavin reductase family,
4YBF,G8B6Y8,Belongs to the peptidase A1 family,3.4.23.24
4X0Y,P90498,Belongs to the polyomaviruses coat protein VP1 family,
2Q4S,P60334,Belongs to the cysteine dioxygenase family,1.13.11.20
4UHQ,Q51502,Belongs to the colicin/pyosin nuclease family,
2YNA,P0C6T4,Belongs to the coronaviruses polyprotein 1ab family,
5EOH,Q9ER97,Belongs to the globin family,
6NUC,Q08209,Belongs to the PPP phosphatase family. PP-2B subfamily,3.1.3.16
6NUC,P63098,Belongs to the calcineurin regulatory subunit family,
6NUC,P19634,Belongs to the monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family,
3ZRX,O28769,,2.7.13.3
3ZRX,P0AEJ4,,2.7.13.3
5AUS,P15452,Belongs to the cytochrome c family,
7OYZ,P31133,Belongs to the bacterial solute-binding protein PotD/PotF family,
4MDY,A0QPL3,Belongs to the bacterial solute-binding protein 8 family,
1ZIK,P03069,Belongs to the bZIP family. GCN4 subfamily,
3ALF,Q43576,,
5I11,P00523,Belongs to the protein kinase superfamily. Tyr protein kinase family. SRC subfamily,2.7.10.2
3ONN,P53078,Belongs to the SSM1 family,
5MC0,P12955,Belongs to the peptidase M24B family. Eukaryotic-type prolidase subfamily,3.4.13.9
5ZRC,A0R2K6,Belongs to the Nudix hydrolase family,3.6.1.55
3HTG,P00720,Belongs to the glycosyl hydrolase 24 family,3.2.1.17
7DUP,A0A0P0FIE8,Belongs to the glycosyl hydrolase 20 family,3.2.1.52
2IAW,Q7SIG4,,3.8.2.2
8PFU,P00698,Belongs to the glycosyl hydrolase 22 family,3.2.1.17
3RGR,P07445,,5.3.3.1
6BPH,P29374,,
1L41,P00720,Belongs to the glycosyl hydrolase 24 family,3.2.1.17
4IAB,A7V626,,
6S3J,Q93A71,,3.1.1.3
3Q3Q,A1YYW7,,3.1.3.1
4LAT,Q97Q31,Belongs to the PstS family,
6WZQ,P0DTC9,Belongs to the betacoronavirus nucleocapsid protein family,
1KYF,P17427,Belongs to the adaptor complexes large subunit family,
1KYF,P42567,,
4CO8,P43268,Belongs to the ETS family,
2EEN,O59483,,
5Q5P,Q6PJP8,Belongs to the DNA repair metallo-beta-lactamase (DRMBL) family,
4PIC,S0F332,Belongs to the low molecular weight phosphotyrosine protein phosphatase family,3.9.1.2
5UGO,P06746,Belongs to the DNA polymerase type-X family,2.7.7.7
5NMH,P04439,Belongs to the MHC class I family,
5NMH,P61769,Belongs to the beta-2-microglobulin family,
5NMH,P04591,Belongs to the primate lentivirus group gag polyprotein family,
4WQD,D3RVD4,,1.8.2.2
4M83,Q53685,Belongs to the UDP-glycosyltransferase family,2.4.1.-
2HSZ,Q0I1W8,Belongs to the HAD-like hydrolase superfamily. CbbY/CbbZ/Gph/YieH family,3.1.3.18
3QYU,P30405,Belongs to the cyclophilin-type PPIase family,5.2.1.8
7MEV,P27695,Belongs to the DNA repair enzymes AP/ExoA family,3.1.11.2; 3.1.21.-
2ZHI,P55260,Belongs to the annexin family,
5FIP,I3VS73,Belongs to the glycosyl hydrolase 5 (cellulase A) family,3.2.1.4
4ZJH,P76578,Belongs to the protease inhibitor I39 (alpha-2-macroglobulin) family. Bacterial alpha-2-macroglobulin subfamily,
1XJO,P80561,Belongs to the peptidase M28 family. M28A subfamily,3.4.11.24
2FT7,P00282,,
1Y34,P00782,Belongs to the peptidase S8 family,3.4.21.62
1Y34,Q40059,Belongs to the protease inhibitor I13 (potato type I serine protease inhibitor) family,
8OQJ,P06959,Belongs to the 2-oxoacid dehydrogenase family,2.3.1.12
6R0E,P01903,Belongs to the MHC class II family,
6R0E,P01911,,
6R0E,P03435,Belongs to the influenza viruses hemagglutinin family,
2W79,Q9X0C7,Belongs to the HisA/HisF family,5.3.1.16
5P2K,P11838,Belongs to the peptidase A1 family,3.4.23.22
3I6E,Q5LM96,Belongs to the mandelate racemase/muconate lactonizing enzyme family,
3W8M,G3XD33,,
4RFP,P82896,Belongs to the phospholipase A2 family. Group II subfamily. D49 sub-subfamily,3.1.1.4
2G8K,Q9KEI9,Belongs to the RNase H family,3.1.26.4
5MJC,Q9ER97,Belongs to the globin family,
4KLI,P06746,Belongs to the DNA polymerase type-X family,2.7.7.7
3INO,P13423,Belongs to the bacterial binary toxin family,
1BRI,P00648,Belongs to the ribonuclease N1/T1 family,3.1.27.-
1YD0,Q9WYA3,Belongs to the UvrC family,
4Z76,P01902,Belongs to the MHC class I family,
4Z76,P61769,Belongs to the beta-2-microglobulin family,
4Z76,P01308,Belongs to the insulin family,
5WRV,Q9UHB9,Belongs to the SRP68 family,
5WRV,O76094,Belongs to the SRP72 family,
3BTH,P00760,Belongs to the peptidase S1 family,3.4.21.4
3BTH,P00974,,
2NXV,P05449,,
4LM8,Q8EG34,,
8Q6M,P00441,Belongs to the Cu-Zn superoxide dismutase family,1.15.1.1
5O6T,P98170,Belongs to the IAP family,2.3.2.27
5O6T,P0CG47,Belongs to the ubiquitin family,
4M8Z,P53860,,
6NLF,Q9HY79,Belongs to the bacterioferritin family,1.16.3.1
7JX6,P0DTC8,,
1SMU,P00268,Belongs to the rubredoxin family,
3HRX,Q5SLK3,Belongs to the enoyl-CoA hydratase/isomerase family,
1JF1,P04439,Belongs to the MHC class I family,
1JF1,P61769,Belongs to the beta-2-microglobulin family,
6OM5,A0A0M3G7Q5,,
3ACI,Q59290,,3.2.1.4
5P05,P11838,Belongs to the peptidase A1 family,3.4.23.22
6Y60,M4T5D3,Belongs to the polyomaviruses coat protein VP1 family,
2W0R,Q56844,Belongs to the type III secretion exporter family,
1G0P,P00720,Belongs to the glycosyl hydrolase 24 family,3.2.1.17
3HYD,P01308,Belongs to the insulin family,
3IL9,P0A6R0,Belongs to the thiolase-like superfamily. FabH family,2.3.1.180
4BEL,Q9Y5Z0,Belongs to the peptidase A1 family,3.4.23.45
6BGK,P42574,Belongs to the peptidase C14A family,3.4.22.56
3A07,Q9KWN0,,
1RJP,Q9AGH8,,
6TQB,Q4VGL6,,2.3.2.27
1IX4,P06762,Belongs to the heme oxygenase family,1.14.14.18
1WE4,Q47066,Belongs to the class-A beta-lactamase family,3.5.2.6
4PUN,P28720,Belongs to the queuine tRNA-ribosyltransferase family,2.4.2.29
4Z0O,Q504Y3,,
4LFQ,P29187,Belongs to the sea anemone type 1 potassium channel toxin family. Type 1a subfamily,
7CIN,A7TUE6,Belongs to the class-C beta-lactamase family,3.5.2.6
4ZHY,Q9I4L4,,
4ZHY,Q9I4L6,Belongs to the outer membrane OOP (TC 1.B.6) superfamily,
7D23,B7QK46,Belongs to the glutaminyl-peptide cyclotransferase family,2.3.2.5
2F30,P00698,Belongs to the glycosyl hydrolase 22 family,3.2.1.17
7JQO,Q9Y5K2,Belongs to the peptidase S1 family. Kallikrein subfamily,3.4.21.-
7JQO,P83052,Belongs to the protease inhibitor I3 (leguminous Kunitz-type inhibitor) family,
6HSU,A1SZA3,Belongs to the type-II 3-dehydroquinase family,4.2.1.10
4WVA,Q5SJN0,Belongs to the glycosyl hydrolase 63 family,
3UXG,O14593,,
3UXG,P56524,Belongs to the histone deacetylase family. HD type 2 subfamily,3.5.1.98
6ADF,P00698,Belongs to the glycosyl hydrolase 22 family,3.2.1.17
5QPC,Q8IU60,Belongs to the Nudix hydrolase family. DCP2 subfamily,3.6.1.62
7N38,P22914,Belongs to the beta/gamma-crystallin family,
5KI1,P00720,Belongs to the glycosyl hydrolase 24 family,3.2.1.17
3B3A,Q99497,Belongs to the peptidase C56 family,
3TGH,Q8I2X3,Belongs to the metallophosphoesterase superfamily. Purple acid phosphatase family,
4YET,O15904,Belongs to the iron/manganese superoxide dismutase family,1.15.1.1
1C21,P0AE18,Belongs to the peptidase M24A family. Methionine aminopeptidase type 1 subfamily,3.4.11.18
3PMS,Q9XBM8,,
1GD0,P14174,Belongs to the MIF family,5.3.2.1
2NOY,P02766,Belongs to the transthyretin family,
6H95,Q8KRS7,,
7CG8,A0A0L6JMH4,,
3UH7,P02213,Belongs to the globin family,
6NXQ,P48491,Belongs to the triosephosphate isomerase family,5.3.1.1
5UJ6,A0A078SUX9,Belongs to the glycosyl hydrolase 2 family,
1EWX,O96438,,
5LEO,P10547,Belongs to the peptidase M23B family,3.4.24.75
4JGU,Q46085,Belongs to the peptidase M9B family. Collagenase subfamily,3.4.24.3
1WLG,P0A1J1,Belongs to the flagella basal body rod proteins family,
6OD8,Q4Q7R2,Belongs to the class-II aminoacyl-tRNA synthetase family. Type 2 subfamily,6.1.1.12
5ZUQ,M4H3L5,,
4XWW,H9CZL7,Belongs to the metallo-beta-lactamase superfamily. RNA-metabolizing metallo-beta-lactamase-like family. Bacterial RNase J subfamily,3.1.-.-
3D0N,Q8N1Q1,Belongs to the alpha-carbonic anhydrase family,4.2.1.1
3HWU,Q46QL5,,
1WZA,Q8GPL8,Belongs to the glycosyl hydrolase 13 family,
3HBM,Q0P8U5,Belongs to the PseG family,3.6.1.57
3R2V,F2Z275,,
3MR9,P04439,Belongs to the MHC class I family,
3MR9,P61769,Belongs to the beta-2-microglobulin family,
3MR9,Q6SW59,Belongs to the herpesviridae pp65 family,
5MT8,P09391,Belongs to the peptidase S54 family,3.4.21.105
3OJN,Q45135,,
1P14,P06213,Belongs to the protein kinase superfamily. Tyr protein kinase family. Insulin receptor subfamily,2.7.10.1
